,Rk,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Team,Season
574,11.0,Ju-chan Kim,37.0,121,471,429,71,146,23,0,18,93,8.0,1.0,23,57,0.34,0.375,0.52,0.895,223,15,7,2,10,5.0,,Kia Tigers,2018
575,12.0,Ju-hyeong Kim,32.0,6,8,8,0,1,0,0,0,0,0.0,0.0,0,1,0.125,0.125,0.125,0.25,1,1,0,0,0,0.0,,Kia Tigers,2018
576,13.0,Min-sik Kim*,29.0,125,365,310,53,76,9,3,6,37,5.0,2.0,39,63,0.245,0.33299999999999996,0.35200000000000004,0.685,109,8,3,11,2,0.0,,Kia Tigers,2018
577,14.0,Seok-hwan Kim*,19.0,1,2,2,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,Kia Tigers,2018
578,15.0,Seon-bin Kim,28.0,127,492,424,73,125,17,2,4,49,4.0,1.0,48,42,0.295,0.374,0.373,0.747,158,10,9,6,5,1.0,,Kia Tigers,2018
579,16.0,Bum-Ho Lee,36.0,101,380,332,41,93,7,0,20,69,1.0,0.0,42,59,0.28,0.366,0.48200000000000004,0.848,160,12,4,0,2,4.0,,Kia Tigers,2018
580,17.0,In-hang Lee*,27.0,4,1,1,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,Kia Tigers,2018
581,18.0,Myeong-gi Lee*,30.0,120,502,447,88,135,28,6,4,42,12.0,5.0,40,64,0.302,0.363,0.418,0.7809999999999999,187,5,3,11,1,3.0,,Kia Tigers,2018
582,19.0,Yeong-uk Lee*,32.0,14,16,16,0,2,0,0,0,1,1.0,0.0,0,4,0.125,0.125,0.125,0.25,2,0,0,0,0,0.0,,Kia Tigers,2018
583,20.0,Ji-wan Na,33.0,114,379,317,50,86,18,0,26,78,0.0,0.0,38,81,0.271,0.377,0.574,0.951,182,14,19,0,5,2.0,,Kia Tigers,2018
584,21.0,Hector Noesi,31.0,29,1,1,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,Kia Tigers,2018
585,22.0,Yong-hwan Paek,29.0,34,57,47,7,13,1,0,0,4,0.0,1.0,9,15,0.27699999999999997,0.39299999999999996,0.298,0.691,14,3,0,1,0,0.0,,Kia Tigers,2018
586,23.0,Jun-Tae Park*,26.0,85,150,123,32,28,5,1,5,24,0.0,2.0,13,37,0.228,0.345,0.40700000000000003,0.7509999999999999,50,1,9,5,0,0.0,,Kia Tigers,2018
587,24.0,Seung-hyun Ryu*,20.0,35,85,75,9,23,3,1,1,13,0.0,0.0,7,12,0.307,0.369,0.413,0.782,31,2,1,1,1,0.0,,Kia Tigers,2018
588,25.0,Dong-wook Seo#,34.0,32,56,49,3,10,3,0,0,2,0.0,0.0,5,15,0.204,0.28600000000000003,0.265,0.551,13,1,1,0,1,0.0,,Kia Tigers,2018
589,26.0,Bum-soo Shin*,20.0,19,26,25,0,4,2,1,0,4,0.0,0.0,0,7,0.16,0.154,0.32,0.474,8,1,0,0,1,0.0,,Kia Tigers,2018
590,27.0,Jae-sin Yu,30.0,46,40,33,19,14,3,1,1,8,4.0,0.0,7,10,0.424,0.525,0.667,1.192,22,0,0,0,0,0.0,,Kia Tigers,2018
591,28.0,Min-sang Yu*,29.0,31,58,48,9,13,2,1,3,14,0.0,0.0,8,14,0.271,0.36200000000000004,0.542,0.904,26,3,0,0,2,0.0,,Kia Tigers,2018
592,29.0,Seung-cheol Yu#,20.0,39,1,1,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,Kia Tigers,2018
593,,29 Players,30.5,144,5744,5036,865,1487,258,22,170,823,88.0,37.0,503,905,0.295,0.36700000000000005,0.457,0.8240000000000001,2299,135,99,56,50,27.0,,Kia Tigers,2018
594,1.0,Jeong-dae Bae,23.0,14,5,5,1,1,0,0,0,0,0.0,0.0,0,2,0.2,0.2,0.2,0.4,1,0,0,0,0,0.0,,KT Wiz,2018
595,2.0,Seong-woo Chang,28.0,127,393,356,41,92,13,0,13,48,1.0,1.0,32,82,0.258,0.321,0.40399999999999997,0.726,144,8,2,1,2,0.0,,KT Wiz,2018
596,3.0,Hyun Chung,24.0,65,132,117,16,31,7,0,2,9,3.0,0.0,9,28,0.265,0.317,0.376,0.6940000000000001,44,3,0,6,0,0.0,,KT Wiz,2018
597,4.0,Jun Ho Ha,29.0,15,26,22,2,3,1,0,1,2,0.0,0.0,0,14,0.136,0.136,0.318,0.455,7,0,0,4,0,0.0,,KT Wiz,2018
598,5.0,Hyun-bin Hong*,20.0,14,15,13,2,3,0,0,0,1,1.0,0.0,2,5,0.231,0.33299999999999996,0.231,0.564,3,0,0,0,0,0.0,,KT Wiz,2018
599,6.0,Jae-gyun Hwang,30.0,142,588,530,76,157,41,3,25,88,14.0,7.0,49,120,0.29600000000000004,0.358,0.526,0.885,279,5,4,2,3,1.0,,KT Wiz,2018
600,7.0,Min-soo Jeon*,29.0,21,35,29,0,5,3,0,0,4,0.0,0.0,5,11,0.172,0.294,0.276,0.57,8,0,0,1,0,0.0,,KT Wiz,2018
601,8.0,Baek-ho Kang*,18.0,138,585,527,108,153,32,2,29,84,3.0,5.0,52,124,0.29,0.35600000000000004,0.524,0.879,276,4,3,0,3,0.0,,KT Wiz,2018
602,9.0,Dong-myeong Kim,30.0,11,12,11,2,1,0,0,0,0,0.0,0.0,1,4,0.091,0.16699999999999998,0.091,0.258,1,0,0,0,0,0.0,,KT Wiz,2018
603,10.0,Jin-gon Kim*,30.0,19,23,21,4,3,1,0,0,0,0.0,2.0,2,3,0.14300000000000002,0.217,0.19,0.408,4,0,0,0,0,0.0,,KT Wiz,2018
604,11.0,Sa-yeon Kim,29.0,38,48,45,11,9,4,0,1,5,1.0,1.0,3,13,0.2,0.25,0.35600000000000004,0.606,16,2,0,0,0,0.0,,KT Wiz,2018
605,12.0,Yeong-hwan Kim*,25.0,4,4,4,1,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,KT Wiz,2018
606,13.0,Myung-sung Ko,19.0,5,2,2,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,KT Wiz,2018
607,14.0,Dae-hyeong Lee*,34.0,1,1,1,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,KT Wiz,2018
608,15.0,Hae-chang Lee,31.0,83,174,162,19,35,4,0,8,24,0.0,3.0,8,49,0.21600000000000003,0.266,0.389,0.655,63,3,3,1,0,0.0,,KT Wiz,2018
609,16.0,Jin-yeong Lee*,38.0,110,312,283,40,90,17,1,3,39,2.0,1.0,25,35,0.318,0.37,0.41700000000000004,0.787,118,3,0,1,3,1.0,,KT Wiz,2018
610,17.0,Joon-Soo Lee,30.0,11,10,8,0,2,0,0,0,1,0.0,0.0,0,1,0.25,0.33299999999999996,0.25,0.583,2,1,1,1,0,0.0,,KT Wiz,2018
611,18.0,Tae-Hyeok Nam,27.0,7,11,11,0,2,0,0,0,0,0.0,0.0,0,3,0.182,0.182,0.182,0.364,2,0,0,0,0,0.0,,KT Wiz,2018
612,19.0,Jeong-bok Oh,31.0,5,7,7,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,KT Wiz,2018
613,20.0,Seung-taik Oh,26.0,128,374,342,55,87,17,2,12,39,13.0,8.0,24,92,0.254,0.31,0.42100000000000004,0.731,144,7,4,3,1,0.0,,KT Wiz,2018
614,21.0,Ki-hyuk Park,37.0,98,196,173,17,37,6,0,1,15,1.0,0.0,13,50,0.214,0.272,0.266,0.5379999999999999,46,8,2,5,3,0.0,,KT Wiz,2018
615,22.0,Kyung-soo Park,34.0,135,528,458,65,120,21,0,25,74,4.0,1.0,58,129,0.262,0.354,0.47200000000000003,0.826,216,16,9,0,3,2.0,,KT Wiz,2018
616,23.0,Mel Rojas#,28.0,144,645,564,114,172,30,1,43,114,18.0,13.0,71,142,0.305,0.38799999999999996,0.59,0.9790000000000001,333,10,7,1,2,4.0,,KT Wiz,2018
617,24.0,Woo-joon Shim,23.0,135,403,367,49,95,23,3,4,29,11.0,11.0,20,58,0.259,0.304,0.371,0.674,136,4,4,11,1,1.0,,KT Wiz,2018
618,25.0,Min-seob Song,26.0,47,29,27,7,4,0,0,0,0,2.0,1.0,1,8,0.14800000000000002,0.179,0.14800000000000002,0.327,4,1,0,1,0,0.0,,KT Wiz,2018
619,26.0,Seok-min Yoon,32.0,132,509,460,58,127,22,0,19,60,4.0,1.0,40,69,0.276,0.337,0.44799999999999995,0.785,206,17,4,2,3,2.0,,KT Wiz,2018
620,27.0,Han-jun Yu,36.0,121,480,428,59,145,21,1,20,83,1.0,1.0,47,53,0.33899999999999997,0.406,0.5329999999999999,0.9390000000000001,228,9,2,2,1,3.0,,KT Wiz,2018
621,,27 Players,29.1,144,5605,5026,757,1382,264,13,206,721,80.0,57.0,464,1109,0.275,0.34,0.456,0.7959999999999999,2290,103,46,43,26,14.0,,KT Wiz,2018
622,1.0,Ik-hoon Ahn*,22.0,62,135,123,13,27,4,0,0,10,0.0,1.0,8,12,0.22,0.271,0.252,0.523,31,4,1,2,1,0.0,,LG Twins,2018
623,2.0,Weun-Sung Chae,28.0,139,578,529,78,175,36,2,25,119,3.0,1.0,35,97,0.331,0.379,0.5479999999999999,0.927,290,12,9,0,5,1.0,,LG Twins,2018
624,3.0,See-Yoon Chang,24.0,8,2,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,LG Twins,2018
625,4.0,Ju-hyun Chung,27.0,115,339,303,48,79,14,2,6,31,18.0,3.0,27,68,0.261,0.324,0.38,0.7040000000000001,115,9,2,6,1,0.0,,LG Twins,2018
626,5.0,Sang-ho Chung,35.0,70,128,112,11,25,4,0,1,9,0.0,1.0,8,35,0.223,0.304,0.28600000000000003,0.59,32,3,5,3,0,0.0,,LG Twins,2018
627,6.0,Adonis Garcia,33.0,50,206,183,27,62,9,0,8,34,5.0,0.0,9,25,0.33899999999999997,0.38299999999999995,0.519,0.903,95,3,8,0,6,0.0,,LG Twins,2018
628,7.0,Chang-ki Hong*,24.0,12,25,18,1,3,2,0,0,0,0.0,1.0,7,8,0.16699999999999998,0.4,0.278,0.6779999999999999,5,0,0,0,0,0.0,,LG Twins,2018
629,8.0,Hyun Soo Kim*,30.0,117,511,453,95,164,39,2,20,101,1.0,3.0,47,61,0.36200000000000004,0.415,0.589,1.004,267,9,1,0,10,6.0,,LG Twins,2018
630,9.0,Jae-Yeol Kim,29.0,25,41,36,5,8,3,0,0,3,0.0,0.0,3,9,0.222,0.317,0.306,0.623,11,1,2,0,0,0.0,,LG Twins,2018
631,10.0,Yong-ui Kim*,32.0,114,185,159,28,37,2,0,0,13,10.0,1.0,16,32,0.233,0.298,0.245,0.5429999999999999,39,1,0,7,3,1.0,,LG Twins,2018
632,11.0,Chun-Woong Lee*,29.0,112,405,359,61,122,22,3,2,39,10.0,10.0,39,48,0.34,0.40700000000000003,0.435,0.841,156,11,3,2,2,2.0,,LG Twins,2018
633,12.0,Hyeong-jong Lee,29.0,118,485,437,83,138,27,0,13,42,6.0,4.0,31,82,0.316,0.377,0.467,0.8440000000000001,204,6,12,5,0,0.0,,LG Twins,2018
634,13.0,Hun Lim*,32.0,54,88,83,10,19,3,0,2,7,0.0,0.0,3,15,0.22899999999999998,0.256,0.337,0.593,28,3,0,2,0,0.0,,LG Twins,2018
635,14.0,Seon-jae Moon,28.0,2,6,6,0,1,0,0,0,0,0.0,0.0,0,3,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,1,0,0,0,0,0.0,,LG Twins,2018
636,15.0,Sung-joo Moon*,21.0,5,3,3,1,1,0,0,0,0,0.0,0.0,0,1,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0.0,,LG Twins,2018
637,16.0,Ji-hwan Oh*,28.0,144,617,533,93,148,26,2,11,71,10.0,5.0,59,146,0.278,0.354,0.396,0.75,211,6,7,12,6,3.0,,LG Twins,2018
638,17.0,Seung-hyun Paek,23.0,5,8,8,1,2,0,0,0,1,0.0,0.0,0,3,0.25,0.25,0.25,0.5,2,0,0,0,0,0.0,,LG Twins,2018
639,18.0,Jee-kyu Park*,26.0,26,53,47,6,8,2,0,1,5,2.0,0.0,3,17,0.17,0.21600000000000003,0.27699999999999997,0.49200000000000005,13,2,0,2,1,0.0,,LG Twins,2018
640,19.0,Yong-taik Park*,39.0,134,583,524,89,159,38,1,15,76,3.0,3.0,47,107,0.303,0.36200000000000004,0.466,0.828,244,21,5,0,7,0.0,,LG Twins,2018
641,20.0,Sang-Woo Seo*,28.0,51,84,69,10,20,0,0,2,14,0.0,1.0,12,18,0.29,0.39299999999999996,0.377,0.77,26,1,1,0,2,0.0,,LG Twins,2018
642,21.0,Seok-Hwan Yang,26.0,140,519,483,53,127,27,0,22,82,2.0,2.0,24,81,0.263,0.303,0.455,0.759,220,9,6,1,5,0.0,,LG Twins,2018
643,22.0,Won-hyeok Yang*,26.0,7,6,5,3,2,0,0,0,0,0.0,0.0,1,0,0.4,0.5,0.4,0.9,2,0,0,0,0,0.0,,LG Twins,2018
644,23.0,Kang-Nam Yoo,25.0,132,465,425,53,126,33,0,19,66,0.0,0.0,28,80,0.29600000000000004,0.35200000000000004,0.508,0.86,216,21,9,2,1,1.0,,LG Twins,2018
645,24.0,Dae-Yeong Yoon,24.0,11,23,23,0,5,1,0,0,3,0.0,0.0,0,9,0.217,0.217,0.261,0.478,6,0,0,0,0,0.0,,LG Twins,2018
646,25.0,Jin-ho Yoon,32.0,102,61,53,13,11,3,0,0,4,0.0,1.0,2,14,0.20800000000000002,0.263,0.264,0.527,14,2,2,4,0,0.0,,LG Twins,2018
647,,25 Players,29.4,144,5665,5070,788,1487,299,12,148,740,71.0,38.0,418,1001,0.293,0.353,0.445,0.797,2254,125,75,51,51,14.0,,LG Twins,2018
648,1.0,Joong-yeol Ahn,22.0,60,176,154,19,38,11,0,4,18,0.0,0.0,12,56,0.247,0.314,0.396,0.71,61,4,3,7,0,0.0,,Lotte Giants,2018
649,2.0,Andy Burns,27.0,133,505,462,80,124,34,5,23,64,5.0,2.0,33,133,0.268,0.32899999999999996,0.513,0.8420000000000001,237,8,9,1,0,2.0,,Lotte Giants,2018
650,3.0,Tae-in Chae*,35.0,130,420,376,44,110,18,0,15,75,0.0,0.0,34,107,0.293,0.35600000000000004,0.46,0.816,173,10,5,1,4,3.0,,Lotte Giants,2018
651,4.0,Hong-Seok Cho*,28.0,39,71,62,14,14,1,0,0,1,0.0,2.0,6,13,0.226,0.314,0.242,0.556,15,2,2,1,0,0.0,,Lotte Giants,2018
652,5.0,Hoon Chung,30.0,91,194,174,33,53,10,1,7,26,4.0,2.0,16,39,0.305,0.361,0.494,0.855,86,4,1,0,3,1.0,,Lotte Giants,2018
653,6.0,Dong-hui Han,19.0,87,226,211,24,49,13,1,4,25,0.0,1.0,12,58,0.23199999999999998,0.27899999999999997,0.36,0.639,76,7,2,0,1,0.0,,Lotte Giants,2018
654,7.0,Il Heo*,25.0,9,15,14,1,5,0,0,0,0,0.0,0.0,1,2,0.35700000000000004,0.4,0.35700000000000004,0.757,5,0,0,0,0,0.0,,Lotte Giants,2018
655,8.0,Jin-soo Hwang#,29.0,18,26,24,6,4,1,0,1,1,1.0,0.0,2,5,0.16699999999999998,0.231,0.33299999999999996,0.564,8,0,0,0,0,0.0,,Lotte Giants,2018
656,9.0,Byung-woo Jeon,25.0,27,77,66,18,24,7,0,3,13,3.0,0.0,9,24,0.364,0.442,0.606,1.048,40,1,1,0,1,0.0,,Lotte Giants,2018
657,10.0,Jun-woo Jeon,32.0,144,614,556,118,190,36,2,33,90,7.0,7.0,48,82,0.342,0.4,0.5920000000000001,0.991,329,12,7,1,2,1.0,,Lotte Giants,2018
658,11.0,Dong-Han Kim,30.0,55,96,83,11,16,1,0,2,9,3.0,1.0,9,18,0.193,0.266,0.27699999999999997,0.5429999999999999,23,1,0,2,2,0.0,,Lotte Giants,2018
659,12.0,Mun-Ho Kim*,31.0,46,115,100,12,25,7,0,2,16,1.0,0.0,13,27,0.25,0.336,0.38,0.716,38,2,0,2,0,1.0,,Lotte Giants,2018
660,13.0,Sa-Hoon Kim,31.0,56,79,74,7,17,3,0,0,6,0.0,0.0,1,22,0.23,0.25,0.27,0.52,20,0,1,3,0,0.0,,Lotte Giants,2018
661,14.0,Byung-kyu Lee*,34.0,103,257,198,31,54,11,1,10,39,0.0,0.0,50,58,0.273,0.43200000000000005,0.49,0.922,97,5,7,0,2,1.0,,Lotte Giants,2018
662,15.0,Dae-ho Lee,36.0,144,604,543,81,181,30,0,37,125,0.0,1.0,43,75,0.33299999999999996,0.39399999999999996,0.593,0.987,322,18,14,0,4,7.0,,Lotte Giants,2018
663,16.0,Byeong-heon Min,31.0,118,494,443,74,141,21,0,17,66,8.0,3.0,35,68,0.318,0.374,0.48100000000000004,0.855,213,10,8,2,6,3.0,,Lotte Giants,2018
664,17.0,Kyu-Hyun Moon,34.0,122,349,316,42,87,19,1,6,41,3.0,1.0,18,45,0.275,0.309,0.39899999999999997,0.708,126,9,0,9,6,0.0,,Lotte Giants,2018
665,18.0,Jong-deok Na,20.0,106,203,177,15,22,3,0,2,11,0.0,0.0,12,85,0.124,0.201,0.175,0.376,31,2,5,9,0,0.0,,Lotte Giants,2018
666,19.0,Kyung-Min Na*,26.0,87,71,57,23,15,2,0,0,1,12.0,4.0,10,21,0.263,0.4,0.298,0.698,17,0,3,1,0,0.0,,Lotte Giants,2018
667,20.0,Yoon-seok Oh,26.0,13,13,12,3,2,0,0,0,0,0.0,0.0,1,5,0.16699999999999998,0.231,0.16699999999999998,0.397,2,1,0,0,0,0.0,,Lotte Giants,2018
668,21.0,Heon-do Park,31.0,15,31,26,1,3,1,0,0,0,0.0,0.0,5,10,0.115,0.258,0.154,0.41200000000000003,4,1,0,0,0,0.0,,Lotte Giants,2018
669,22.0,Won-tak Ra,23.0,20,24,24,0,3,0,0,0,1,0.0,0.0,0,10,0.125,0.125,0.125,0.25,3,0,0,0,0,0.0,,Lotte Giants,2018
670,23.0,Bon-Ki Shin,29.0,139,479,425,55,125,28,1,11,71,1.0,5.0,33,95,0.294,0.35700000000000004,0.442,0.799,188,12,11,5,5,2.0,,Lotte Giants,2018
671,24.0,Ah-seop Son*,30.0,141,625,553,109,182,32,5,26,93,20.0,3.0,68,99,0.32899999999999996,0.40399999999999997,0.546,0.95,302,15,2,1,1,1.0,,Lotte Giants,2018
672,,24 Players,30.0,144,5764,5130,821,1484,289,17,203,792,68.0,32.0,471,1157,0.289,0.35600000000000004,0.47100000000000003,0.8270000000000001,2416,124,81,45,37,22.0,,Lotte Giants,2018
673,1.0,Seok-hun Chi,34.0,67,105,94,9,17,2,0,1,8,1.0,0.0,8,20,0.18100000000000002,0.23800000000000002,0.23399999999999999,0.47200000000000003,22,2,0,0,3,0.0,,NC Dinos,2018
674,2.0,Jun-suk Choi,35.0,93,179,153,7,39,3,0,4,24,0.0,0.0,24,41,0.255,0.35200000000000004,0.353,0.705,54,6,0,0,2,0.0,,NC Dinos,2018
675,3.0,Tae-hoon Do*,25.0,26,42,35,5,8,0,0,1,5,0.0,0.0,5,5,0.22899999999999998,0.35700000000000004,0.314,0.6709999999999999,11,0,2,0,0,0.0,,NC Dinos,2018
676,4.0,Won-bin Jo,25.0,2,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,NC Dinos,2018
677,5.0,Jin-Sung Kang,24.0,45,75,68,5,16,3,0,0,1,0.0,0.0,4,17,0.235,0.27399999999999997,0.27899999999999997,0.5529999999999999,19,3,0,2,1,0.0,,NC Dinos,2018
678,6.0,Min-Gok Kang,26.0,6,4,4,0,1,0,0,0,0,0.0,0.0,0,0,0.25,0.25,0.25,0.5,1,0,0,0,0,0.0,,NC Dinos,2018
679,7.0,Soo-Sung Kang*,25.0,4,5,5,0,1,1,0,0,1,0.0,0.0,0,3,0.2,0.2,0.4,0.6,2,0,0,0,0,0.0,,NC Dinos,2018
680,8.0,Chan-hyung Kim,20.0,63,160,142,24,33,5,0,1,9,4.0,1.0,8,28,0.23199999999999998,0.308,0.289,0.597,41,1,8,1,1,0.0,,NC Dinos,2018
681,9.0,Cheol-ho Kim*,20.0,1,1,1,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,NC Dinos,2018
682,10.0,Hyeong-joon Kim,18.0,60,89,81,6,13,1,0,0,2,0.0,0.0,7,32,0.16,0.23600000000000002,0.17300000000000001,0.409,14,3,1,0,0,0.0,,NC Dinos,2018
683,11.0,Jong-min Kim,32.0,6,4,4,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,NC Dinos,2018
684,12.0,Seong-Wook Kim,25.0,111,358,323,49,84,13,2,13,45,11.0,2.0,29,64,0.26,0.32,0.433,0.754,140,10,1,2,3,0.0,,NC Dinos,2018
685,13.0,Tae-Jin Kim*,22.0,20,35,31,5,11,0,0,1,3,1.0,2.0,3,5,0.355,0.41200000000000003,0.452,0.863,14,0,0,1,0,0.0,,NC Dinos,2018
686,14.0,Hee-Dong Kwon,27.0,104,391,343,43,97,19,1,8,57,1.0,3.0,35,58,0.28300000000000003,0.35200000000000004,0.414,0.7659999999999999,142,5,4,5,4,2.0,,NC Dinos,2018
687,15.0,In-hyuk Lee*,19.0,2,1,1,1,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,NC Dinos,2018
688,16.0,Jae-yul Lee*,25.0,33,45,41,8,7,1,1,0,1,3.0,1.0,2,10,0.171,0.244,0.244,0.488,10,0,2,0,0,0.0,,NC Dinos,2018
689,17.0,Jong-wook Lee*,38.0,43,128,122,12,28,7,0,1,8,1.0,1.0,4,16,0.23,0.252,0.311,0.563,38,2,0,1,1,0.0,,NC Dinos,2018
690,18.0,Min-Ho Lee,24.0,50,1,1,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,NC Dinos,2018
691,19.0,Sang-Ho Lee,29.0,114,204,187,32,47,2,0,0,8,13.0,5.0,8,15,0.251,0.289,0.262,0.551,49,8,2,7,0,0.0,,NC Dinos,2018
692,20.0,Won-jae Lee*,29.0,77,150,138,12,42,10,0,5,19,0.0,2.0,10,33,0.304,0.34700000000000003,0.486,0.8320000000000001,67,3,0,0,2,0.0,,NC Dinos,2018
693,21.0,Chang-min Mo,33.0,81,314,287,38,80,10,1,17,62,2.0,3.0,21,51,0.27899999999999997,0.32799999999999996,0.498,0.826,143,10,2,0,4,0.0,,NC Dinos,2018
694,22.0,Sung-Bum Na*,28.0,144,620,556,110,177,36,3,23,91,15.0,2.0,44,131,0.318,0.381,0.518,0.899,288,11,15,0,5,4.0,,NC Dinos,2018
695,23.0,Jin-Hyuk No*,28.0,125,458,420,52,119,21,4,11,42,4.0,3.0,33,92,0.28300000000000003,0.337,0.431,0.768,181,8,2,1,2,0.0,,NC Dinos,2018
696,24.0,Yeong-soo Oh*,18.0,11,16,15,0,2,0,0,0,0,0.0,1.0,1,5,0.133,0.188,0.133,0.321,2,0,0,0,0,0.0,,NC Dinos,2018
697,25.0,Hun-Wook Park,25.0,10,23,22,1,6,2,0,1,3,1.0,0.0,1,5,0.273,0.304,0.5,0.804,11,1,0,0,0,0.0,,NC Dinos,2018
698,26.0,Min-Woo Park*,25.0,115,460,411,68,133,22,5,5,33,17.0,5.0,32,51,0.324,0.38299999999999995,0.43799999999999994,0.821,180,4,10,3,4,3.0,,NC Dinos,2018
699,27.0,Sok-min Park,33.0,103,375,318,40,81,14,1,16,55,1.0,0.0,39,80,0.255,0.36,0.456,0.816,145,11,15,0,3,4.0,,NC Dinos,2018
700,28.0,Wang-Yeol Park,22.0,27,30,25,3,4,0,0,0,1,0.0,0.0,4,9,0.16,0.276,0.16,0.436,4,0,0,1,0,0.0,,NC Dinos,2018
701,29.0,Xavier Scruggs,30.0,142,571,501,75,129,35,0,26,97,3.0,2.0,55,144,0.257,0.34299999999999997,0.483,0.826,242,14,12,0,3,2.0,,NC Dinos,2018
702,30.0,Jin-Ho Shin,26.0,20,25,22,1,4,0,0,0,1,0.0,0.0,3,10,0.182,0.28,0.182,0.462,4,1,0,0,0,0.0,,NC Dinos,2018
703,31.0,Si-heon Son,37.0,67,150,128,12,24,4,0,2,14,2.0,0.0,15,20,0.188,0.295,0.266,0.561,34,3,5,1,1,0.0,,NC Dinos,2018
704,32.0,Byung-ho Yoon,28.0,14,37,33,3,6,1,0,0,0,1.0,0.0,2,10,0.182,0.25,0.212,0.462,7,0,1,1,0,0.0,,NC Dinos,2018
705,33.0,Yeo-Woon Yoon,28.0,44,79,73,8,14,6,0,1,8,0.0,0.0,5,21,0.192,0.244,0.315,0.5589999999999999,23,1,0,1,0,0.0,,NC Dinos,2018
706,,33 Players,28.5,144,5488,4895,660,1280,233,18,143,629,82.0,35.0,427,1081,0.261,0.32899999999999996,0.40399999999999997,0.733,1978,115,88,35,43,15.0,,NC Dinos,2018
707,1.0,Yeong-seok Chang,28.0,93,221,196,24,44,15,0,7,25,1.0,0.0,23,61,0.22399999999999998,0.312,0.408,0.72,80,2,2,0,0,0.0,,Nexen Heroes,2018
708,2.0,Michael Choice,28.0,96,397,349,55,90,19,0,17,61,2.0,1.0,33,79,0.258,0.335,0.45799999999999996,0.7929999999999999,160,4,10,0,5,2.0,,Nexen Heroes,2018
709,3.0,Hyo-sang Choo*,20.0,80,126,110,9,24,3,0,1,12,1.0,2.0,10,36,0.218,0.295,0.273,0.568,30,2,2,4,0,0.0,,Nexen Heroes,2018
710,4.0,Jung-heop Ho,28.0,25,24,24,4,6,2,0,0,2,0.0,0.0,0,7,0.25,0.25,0.33299999999999996,0.583,8,1,0,0,0,0.0,,Nexen Heroes,2018
711,5.0,Seong-Kap Hong,25.0,6,8,8,1,0,0,0,0,0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,,Nexen Heroes,2018
712,6.0,Ha-Seong Kim,22.0,129,576,511,95,147,27,4,20,84,8.0,2.0,54,81,0.28800000000000003,0.358,0.474,0.8320000000000001,242,16,5,1,5,2.0,,Nexen Heroes,2018
713,7.0,Hye-seong Kim*,19.0,136,473,430,79,116,15,6,5,45,31.0,6.0,33,119,0.27,0.32799999999999996,0.36700000000000005,0.695,158,6,5,3,2,1.0,,Nexen Heroes,2018
714,8.0,Jae-Hyeon Kim,25.0,116,234,202,22,46,7,0,3,18,0.0,0.0,12,58,0.228,0.293,0.307,0.6,62,2,8,9,3,0.0,,Nexen Heroes,2018
715,9.0,Ji-soo Kim,31.0,47,39,34,4,5,0,0,0,0,0.0,1.0,5,15,0.147,0.256,0.147,0.40299999999999997,5,2,0,0,0,0.0,,Nexen Heroes,2018
716,10.0,Jong-deok Kim?,25.0,3,2,2,0,1,0,0,0,0,0.0,0.0,0,0,0.5,0.5,0.5,1.0,1,0,0,0,0,0.0,,Nexen Heroes,2018
717,11.0,Kyu-min Kim*,25.0,104,336,298,47,88,9,2,3,40,8.0,4.0,27,89,0.295,0.361,0.369,0.73,110,3,6,1,4,0.0,,Nexen Heroes,2018
