,Rk,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Team,Season
258,11.0,Gang-min Kim,37.0,86,220,195,29,51,8,1,7,33,4,3,17,41,0.262,0.327,0.42100000000000004,0.748,82,7,3,3,2,0,,SK Wyverns,2020
259,12.0,Jae-hyeon Kim*,32.0,8,14,14,3,2,0,0,0,0,0,0,0,4,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,2,0,0,0,0,0,,SK Wyverns,2020
260,13.0,Kyeong-Ho Kim*,24.0,35,55,54,9,13,2,1,0,4,0,3,1,9,0.24100000000000002,0.255,0.315,0.569,17,1,0,0,0,0,,SK Wyverns,2020
261,14.0,Seong Min Kim?,19.0,9,16,14,4,4,0,0,2,4,0,0,1,3,0.28600000000000003,0.375,0.7140000000000001,1.089,10,0,1,0,0,0,,SK Wyverns,2020
262,15.0,Seong-hyeon Kim,33.0,97,271,237,24,65,4,1,2,20,1,1,21,18,0.27399999999999997,0.33799999999999997,0.325,0.6629999999999999,77,4,3,8,2,0,,SK Wyverns,2020
263,16.0,Jong-Wook Ko*,31.0,60,191,179,11,44,5,2,1,16,1,2,10,35,0.24600000000000002,0.28800000000000003,0.313,0.601,56,3,1,0,1,0,,SK Wyverns,2020
264,17.0,Geo Yeon Lee?,23.0,3,5,4,0,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65,1,0,0,0,0,0,,SK Wyverns,2020
265,18.0,Hyeon-seok Lee,28.0,46,93,85,6,15,2,0,2,7,1,0,4,27,0.17600000000000002,0.231,0.271,0.501,23,4,2,2,0,0,,SK Wyverns,2020
266,19.0,Jae-won Lee,32.0,46,132,112,9,17,2,0,1,9,0,0,11,13,0.152,0.256,0.196,0.452,22,7,5,3,1,1,,SK Wyverns,2020
267,20.0,Tae-Hyeok Nam,29.0,28,59,53,3,12,1,0,1,10,0,0,6,18,0.226,0.305,0.302,0.607,16,2,0,0,0,0,,SK Wyverns,2020
268,21.0,Joon-Hyeok Oh*,28.0,54,127,118,17,34,7,0,3,14,0,2,8,29,0.28800000000000003,0.33899999999999997,0.424,0.762,50,1,1,0,0,0,,SK Wyverns,2020
269,22.0,Seong-han Park*,22.0,7,7,7,0,2,1,0,0,0,0,0,0,2,0.28600000000000003,0.28600000000000003,0.429,0.7140000000000001,3,0,0,0,0,0,,SK Wyverns,2020
270,23.0,Jamie Romak,34.0,103,433,362,63,100,20,0,22,65,3,0,65,87,0.276,0.38799999999999996,0.514,0.902,186,4,3,0,3,2,,SK Wyverns,2020
271,24.0,Tyler White,29.0,4,13,11,1,2,1,0,0,1,0,0,1,0,0.182,0.308,0.273,0.58,3,0,1,0,0,0,,SK Wyverns,2020
272,25.0,Seok-min Yoon,34.0,34,76,73,4,14,2,0,3,12,0,0,2,12,0.192,0.21100000000000002,0.342,0.5529999999999999,25,3,0,0,1,0,,SK Wyverns,2020
273,26.0,Seo-Joon Yu,24.0,20,19,19,8,5,1,0,0,1,0,1,0,3,0.263,0.263,0.316,0.579,6,2,0,0,0,0,,SK Wyverns,2020
274,,26 Players,29.9,106,4052,3562,465,897,126,14,105,441,50,29,375,717,0.252,0.33,0.38299999999999995,0.713,1366,85,51,37,27,10,,SK Wyverns,2020
