,Age,PA,R_rate,2B_rate,3B_rate,HR_rate,RBI_rate,SB_rate,CS_rate,BB_rate,SO_rate,BA,OBP,SLG,GDP_rate,HBP_rate,SH_rate,SF_rate,IBB_rate,Season
25,31,95,0.11578947368421053,0.031578947368421054,0.0,0.042105263157894736,0.1368421052631579,0.042105263157894736,0.021052631578947368,0.05263157894736842,0.24210526315789474,0.21100000000000002,0.253,0.37799999999999995,0.042105263157894736,0.0,0.0,0.0,0.0,2020
26,19,12,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,2020
27,20,111,0.10810810810810811,0.06306306306306306,0.0,0.009009009009009009,0.08108108108108109,0.009009009009009009,0.009009009009009009,0.09009009009009009,0.13513513513513514,0.273,0.35100000000000003,0.374,0.009009009009009009,0.018018018018018018,0.0,0.0,0.0,2020
28,34,25,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.12,0.24,0.16699999999999998,0.304,0.222,0.08,0.04,0.08,0.04,0.0,2020
29,20,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2020
30,33,52,0.11538461538461539,0.019230769230769232,0.0,0.038461538461538464,0.09615384615384616,0.0,0.0,0.09615384615384616,0.21153846153846154,0.217,0.308,0.37,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,2020
31,38,55,0.01818181818181818,0.01818181818181818,0.0,0.0,0.05454545454545454,0.0,0.0,0.12727272727272726,0.16363636363636364,0.191,0.309,0.213,0.03636363636363636,0.01818181818181818,0.0,0.0,0.0,2020
32,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.133,0.133,0.133,0.0,0.0,0.0,0.0,0.0,2020
33,33,35,0.08571428571428572,0.0,0.0,0.05714285714285714,0.14285714285714285,0.0,0.0,0.08571428571428572,0.17142857142857143,0.161,0.257,0.355,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,2020
34,35,112,0.05357142857142857,0.017857142857142856,0.0,0.017857142857142856,0.11607142857142858,0.008928571428571428,0.008928571428571428,0.03571428571428571,0.25,0.226,0.268,0.302,0.017857142857142856,0.017857142857142856,0.0,0.0,0.0,2020
35,34,91,0.10989010989010989,0.02197802197802198,0.0,0.01098901098901099,0.07692307692307693,0.04395604395604396,0.02197802197802198,0.13186813186813187,0.10989010989010989,0.308,0.40700000000000003,0.3720000000000001,0.03296703296703297,0.01098901098901099,0.0,0.0,0.0,2020
36,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
37,19,69,0.13043478260869565,0.07246376811594203,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.057971014492753624,0.30434782608695654,0.215,0.261,0.431,0.028985507246376812,0.0,0.0,0.0,0.0,2020
38,30,28,0.07142857142857142,0.07142857142857142,0.0,0.03571428571428571,0.17857142857142858,0.0,0.0,0.03571428571428571,0.14285714285714285,0.34600000000000003,0.37,0.5379999999999999,0.0,0.0,0.03571428571428571,0.0,0.0,2020
39,25,6,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.16666666666666666,0.0,0.0,0.0,0.0,2020
40,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
41,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
42,37,98,0.08163265306122448,0.061224489795918366,0.0,0.02040816326530612,0.07142857142857142,0.0,0.0,0.030612244897959183,0.20408163265306123,0.217,0.247,0.348,0.07142857142857142,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,2020
43,30,37,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.10810810810810811,0.1891891891891892,0.129,0.243,0.129,0.08108108108108109,0.02702702702702703,0.0,0.02702702702702703,0.0,2020
44,36,136,0.17647058823529413,0.03676470588235294,0.0,0.04411764705882353,0.125,0.0,0.0,0.16176470588235295,0.11764705882352941,0.297,0.41200000000000003,0.505,0.007352941176470588,0.007352941176470588,0.0,0.014705882352941176,0.0,2020
45,31,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
46,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2020
47,23,93,0.06451612903225806,0.03225806451612903,0.0,0.0,0.08602150537634409,0.03225806451612903,0.0,0.08602150537634409,0.10752688172043011,0.221,0.289,0.26,0.0,0.010752688172043012,0.03225806451612903,0.043010752688172046,0.0,2020
48,26,73,0.136986301369863,0.0410958904109589,0.0,0.0547945205479452,0.1095890410958904,0.0,0.0,0.0410958904109589,0.2191780821917808,0.308,0.366,0.5379999999999999,0.0136986301369863,0.0410958904109589,0.0273972602739726,0.0,0.0,2020
49,24,39,0.07692307692307693,0.05128205128205128,0.0,0.02564102564102564,0.10256410256410256,0.0,0.0,0.1282051282051282,0.1794871794871795,0.265,0.359,0.41200000000000003,0.05128205128205128,0.0,0.0,0.0,0.0,2020
50,26,60,0.05,0.03333333333333333,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.13333333333333333,0.233,0.233,0.267,0.05,0.0,0.0,0.0,0.0,2020
51,28,26,0.34615384615384615,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.038461538461538464,0.38461538461538464,0.375,0.423,0.833,0.0,0.038461538461538464,0.0,0.0,0.0,2020
52,39,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,2020
53,23,14,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.14285714285714285,0.154,0.154,0.154,0.0,0.0,0.07142857142857142,0.0,0.0,2020
54,30,124,0.12903225806451613,0.06451612903225806,0.0,0.0,0.11290322580645161,0.008064516129032258,0.008064516129032258,0.13709677419354838,0.10483870967741936,0.34,0.435,0.415,0.024193548387096774,0.008064516129032258,0.0,0.0,0.0,2020
55,25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
56,25,24,0.125,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.16666666666666666,0.16666666666666666,0.053,0.25,0.105,0.0,0.041666666666666664,0.0,0.0,0.0,2020
57,30,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,2020
58,35,120,0.14166666666666666,0.058333333333333334,0.0,0.03333333333333333,0.15,0.0,0.0,0.10833333333333334,0.19166666666666668,0.308,0.392,0.49,0.008333333333333333,0.016666666666666666,0.0,0.008333333333333333,0.0,2020
59,36,46,0.10869565217391304,0.021739130434782608,0.0,0.021739130434782608,0.08695652173913043,0.0,0.0,0.021739130434782608,0.15217391304347827,0.18600000000000005,0.2,0.27899999999999997,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,2020
60,31,46,0.13043478260869565,0.06521739130434782,0.0,0.043478260869565216,0.10869565217391304,0.0,0.0,0.15217391304347827,0.2391304347826087,0.282,0.391,0.513,0.021739130434782608,0.0,0.0,0.0,0.0,2020
61,25,137,0.13138686131386862,0.043795620437956206,0.0,0.0072992700729927005,0.051094890510948905,0.021897810218978103,0.021897810218978103,0.06569343065693431,0.19708029197080293,0.23600000000000002,0.287,0.307,0.0072992700729927005,0.0,0.0072992700729927005,0.0,0.0,2020
62,29,134,0.16417910447761194,0.07462686567164178,0.0,0.05970149253731343,0.23134328358208955,0.0,0.0,0.08208955223880597,0.11940298507462686,0.32,0.381,0.598,0.029850746268656716,0.007462686567164179,0.0,0.0,0.0,2020
63,31,82,0.04878048780487805,0.024390243902439025,0.0,0.012195121951219513,0.17073170731707318,0.0,0.0,0.0975609756097561,0.17073170731707318,0.33299999999999996,0.402,0.40299999999999997,0.04878048780487805,0.012195121951219513,0.0,0.012195121951219513,0.0,2020
64,23,5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,2020
65,22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
66,30,20,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.15,0.278,0.35,0.278,0.0,0.0,0.0,0.0,0.0,2020
67,27,45,0.08888888888888889,0.06666666666666667,0.0,0.044444444444444446,0.26666666666666666,0.0,0.0,0.08888888888888889,0.2222222222222222,0.317,0.37799999999999995,0.537,0.0,0.0,0.0,0.0,0.0,2020
68,24,141,0.19148936170212766,0.05673758865248227,0.0,0.03546099290780142,0.14184397163120568,0.028368794326241134,0.0,0.16312056737588654,0.09929078014184398,0.284,0.41100000000000003,0.483,0.014184397163120567,0.014184397163120567,0.0,0.0,0.0,2020
69,21,92,0.16304347826086957,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.08695652173913043,0.03260869565217391,0.021739130434782608,0.09782608695652174,0.22826086956521738,0.293,0.359,0.37799999999999995,0.0,0.0,0.0,0.010869565217391304,0.0,2020
70,24,37,0.16216216216216217,0.05405405405405406,0.0,0.02702702702702703,0.13513513513513514,0.0,0.0,0.08108108108108109,0.21621621621621623,0.226,0.33299999999999996,0.387,0.0,0.05405405405405406,0.02702702702702703,0.0,0.0,2020
71,27,56,0.10714285714285714,0.017857142857142856,0.0,0.0,0.03571428571428571,0.017857142857142856,0.0,0.05357142857142857,0.19642857142857142,0.18899999999999997,0.23199999999999998,0.20800000000000002,0.05357142857142857,0.0,0.0,0.0,0.0,2020
72,24,25,0.24,0.04,0.0,0.04,0.2,0.0,0.0,0.08,0.24,0.273,0.32,0.455,0.0,0.0,0.0,0.04,0.0,2020
73,34,73,0.1095890410958904,0.0410958904109589,0.0136986301369863,0.0,0.136986301369863,0.0136986301369863,0.0,0.0821917808219178,0.136986301369863,0.32799999999999996,0.384,0.40299999999999997,0.0410958904109589,0.0,0.0,0.0,0.0,2020
74,21,139,0.16546762589928057,0.09352517985611511,0.007194244604316547,0.03597122302158273,0.1510791366906475,0.014388489208633094,0.0,0.09352517985611511,0.07194244604316546,0.374,0.4320000000000001,0.618,0.02158273381294964,0.007194244604316547,0.0,0.014388489208633094,0.0,2020
75,39,64,0.078125,0.078125,0.0,0.0,0.109375,0.0,0.0,0.109375,0.328125,0.193,0.281,0.281,0.015625,0.0,0.0,0.0,0.0,2020
76,24,40,0.075,0.1,0.0,0.0,0.15,0.075,0.0,0.1,0.225,0.278,0.35,0.389,0.025,0.0,0.0,0.0,0.025,2020
77,30,37,0.10810810810810811,0.0,0.0,0.02702702702702703,0.08108108108108109,0.0,0.0,0.02702702702702703,0.2702702702702703,0.114,0.135,0.2,0.0,0.0,0.0,0.02702702702702703,0.0,2020
78,33,132,0.1590909090909091,0.007575757575757576,0.0,0.045454545454545456,0.12878787878787878,0.0,0.0,0.18181818181818182,0.3181818181818182,0.20800000000000002,0.35600000000000004,0.387,0.022727272727272728,0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,2020
79,30,109,0.1651376146788991,0.07339449541284404,0.0,0.06422018348623854,0.25688073394495414,0.0,0.0,0.07339449541284404,0.12844036697247707,0.361,0.40700000000000003,0.66,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.01834862385321101,0.0,2020
80,31,16,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.3125,0.133,0.188,0.133,0.0,0.0,0.0,0.0,0.0,2020
81,28,79,0.12658227848101267,0.02531645569620253,0.0,0.0,0.0379746835443038,0.0,0.0,0.12658227848101267,0.3037974683544304,0.213,0.342,0.24600000000000002,0.012658227848101266,0.0379746835443038,0.0379746835443038,0.02531645569620253,0.0,2020
82,30,125,0.152,0.032,0.008,0.032,0.136,0.056,0.016,0.128,0.072,0.305,0.4,0.47600000000000003,0.024,0.016,0.0,0.016,0.0,2020
83,25,121,0.14049586776859505,0.09090909090909091,0.024793388429752067,0.008264462809917356,0.12396694214876033,0.01652892561983471,0.008264462809917356,0.0743801652892562,0.19008264462809918,0.364,0.408,0.545,0.008264462809917356,0.0,0.008264462809917356,0.008264462809917356,0.0,2020
84,30,100,0.09,0.05,0.0,0.03,0.19,0.0,0.0,0.06,0.13,0.292,0.33,0.449,0.05,0.0,0.03,0.02,0.0,2020
85,22,10,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.33299999999999996,0.4,0.556,0.0,0.0,0.0,0.0,0.0,2020
86,30,99,0.2222222222222222,0.050505050505050504,0.0,0.0,0.10101010101010101,0.010101010101010102,0.0,0.1111111111111111,0.10101010101010101,0.376,0.449,0.435,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.0,2020
87,32,105,0.17142857142857143,0.05714285714285714,0.009523809523809525,0.01904761904761905,0.14285714285714285,0.02857142857142857,0.009523809523809525,0.047619047619047616,0.19047619047619047,0.306,0.34299999999999997,0.449,0.0,0.009523809523809525,0.0,0.009523809523809525,0.0,2020
88,20,69,0.18840579710144928,0.08695652173913043,0.014492753623188406,0.07246376811594203,0.2028985507246377,0.0,0.0,0.13043478260869565,0.15942028985507245,0.322,0.406,0.7120000000000001,0.0,0.0,0.0,0.014492753623188406,0.0,2020
89,19,23,0.043478260869565216,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.17391304347826086,0.23800000000000002,0.304,0.33299999999999996,0.043478260869565216,0.0,0.0,0.0,0.0,2020
90,28,22,0.13636363636363635,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.182,0.182,0.182,0.0,0.0,0.0,0.0,0.0,2020
91,29,15,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.133,0.133,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,2020
92,24,85,0.12941176470588237,0.023529411764705882,0.023529411764705882,0.03529411764705882,0.11764705882352941,0.011764705882352941,0.023529411764705882,0.07058823529411765,0.12941176470588237,0.256,0.306,0.449,0.0,0.0,0.0,0.011764705882352941,0.0,2020
93,29,46,0.13043478260869565,0.043478260869565216,0.0,0.043478260869565216,0.17391304347826086,0.0,0.021739130434782608,0.0,0.21739130434782608,0.267,0.267,0.444,0.0,0.0,0.021739130434782608,0.0,0.0,2020
94,28,30,0.13333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.23333333333333334,0.111,0.2,0.185,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,2020
95,36,108,0.12962962962962962,0.037037037037037035,0.0,0.037037037037037035,0.17592592592592593,0.0,0.0,0.1111111111111111,0.2222222222222222,0.303,0.39299999999999996,0.483,0.027777777777777776,0.027777777777777776,0.009259259259259259,0.027777777777777776,0.0,2020
96,27,33,0.15151515151515152,0.0,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.2727272727272727,0.179,0.303,0.25,0.030303030303030304,0.06060606060606061,0.0,0.0,0.0,2020
97,30,131,0.19083969465648856,0.07633587786259542,0.0,0.06870229007633588,0.22137404580152673,0.0,0.0,0.061068702290076333,0.22900763358778625,0.38,0.42,0.6859999999999999,0.007633587786259542,0.007633587786259542,0.0,0.007633587786259542,0.007633587786259542,2020
98,25,137,0.10218978102189781,0.021897810218978103,0.0072992700729927005,0.0,0.0948905109489051,0.043795620437956206,0.021897810218978103,0.06569343065693431,0.18248175182481752,0.264,0.311,0.304,0.0,0.0,0.014598540145985401,0.0072992700729927005,0.0,2020
99,28,11,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,2020
100,38,55,0.21818181818181817,0.01818181818181818,0.0,0.05454545454545454,0.12727272727272726,0.0,0.0,0.05454545454545454,0.12727272727272726,0.28800000000000003,0.327,0.48100000000000004,0.01818181818181818,0.0,0.0,0.0,0.0,2020
101,30,121,0.18181818181818182,0.03305785123966942,0.008264462809917356,0.03305785123966942,0.19008264462809918,0.0,0.0,0.049586776859504134,0.17355371900826447,0.321,0.364,0.48200000000000004,0.03305785123966942,0.01652892561983471,0.0,0.008264462809917356,0.0,2020
102,37,85,0.11764705882352941,0.023529411764705882,0.0,0.011764705882352941,0.058823529411764705,0.058823529411764705,0.011764705882352941,0.07058823529411765,0.11764705882352941,0.2,0.265,0.267,0.03529411764705882,0.011764705882352941,0.023529411764705882,0.011764705882352941,0.0,2020
103,29,46,0.1956521739130435,0.043478260869565216,0.0,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.10869565217391304,0.2608695652173913,0.244,0.326,0.439,0.021739130434782608,0.0,0.0,0.0,0.0,2020
104,26,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2020
105,26,47,0.1702127659574468,0.0851063829787234,0.0,0.0,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.2553191489361702,0.14893617021276595,0.212,0.426,0.33299999999999996,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.0,2020
106,32,134,0.19402985074626866,0.08955223880597014,0.007462686567164179,0.022388059701492536,0.14925373134328357,0.0,0.0,0.08955223880597014,0.05970149253731343,0.377,0.433,0.5660000000000001,0.022388059701492536,0.0,0.0,0.0,0.014925373134328358,2020
107,31,105,0.08571428571428572,0.0761904761904762,0.0,0.009523809523809525,0.14285714285714285,0.0,0.0,0.11428571428571428,0.1523809523809524,0.278,0.365,0.4,0.0380952380952381,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.0,2020
108,34,19,0.21052631578947367,0.0,0.05263157894736842,0.0,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.0,0.2631578947368421,0.316,0.316,0.42100000000000004,0.05263157894736842,0.0,0.0,0.0,0.0,2020
109,23,10,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.111,0.2,0.111,0.0,0.0,0.0,0.0,0.0,2020
110,31,129,0.14728682170542637,0.031007751937984496,0.007751937984496124,0.007751937984496124,0.06976744186046512,0.03875968992248062,0.015503875968992248,0.06976744186046512,0.13178294573643412,0.26899999999999996,0.318,0.345,0.007751937984496124,0.0,0.0,0.007751937984496124,0.0,2020
111,38,15,0.2,0.0,0.0,0.13333333333333333,0.5333333333333333,0.0,0.0,0.0,0.2,0.35700000000000004,0.35700000000000004,0.7859999999999999,0.0,0.0,0.06666666666666667,0.0,0.0,2020
112,30,113,0.1415929203539823,0.02654867256637168,0.017699115044247787,0.02654867256637168,0.09734513274336283,0.05309734513274336,0.008849557522123894,0.061946902654867256,0.24778761061946902,0.222,0.28800000000000003,0.384,0.0,0.02654867256637168,0.017699115044247787,0.017699115044247787,0.0,2020
113,25,18,0.16666666666666666,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.1111111111111111,0.4,0.43799999999999994,0.467,0.0,0.0,0.1111111111111111,0.0,0.0,2020
114,24,7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.16699999999999998,0.28600000000000003,0.16699999999999998,0.0,0.14285714285714285,0.0,0.0,0.0,2020
115,41,101,0.1188118811881188,0.06930693069306931,0.0,0.0,0.16831683168316833,0.009900990099009901,0.0,0.06930693069306931,0.15841584158415842,0.28300000000000003,0.327,0.359,0.039603960396039604,0.0,0.0,0.019801980198019802,0.0,2020
116,25,121,0.15702479338842976,0.04132231404958678,0.0,0.09917355371900827,0.2231404958677686,0.0,0.0,0.11570247933884298,0.19834710743801653,0.375,0.446,0.769,0.0,0.008264462809917356,0.0,0.01652892561983471,0.008264462809917356,2020
117,27,99,0.12121212121212122,0.050505050505050504,0.0,0.04040404040404041,0.21212121212121213,0.010101010101010102,0.010101010101010102,0.06060606060606061,0.20202020202020202,0.281,0.34299999999999997,0.47200000000000003,0.020202020202020204,0.030303030303030304,0.0,0.010101010101010102,0.010101010101010102,2020
118,29,128,0.1015625,0.0625,0.0,0.015625,0.1171875,0.0546875,0.015625,0.0703125,0.1171875,0.259,0.315,0.379,0.0234375,0.0078125,0.0078125,0.0078125,0.0,2020
119,21,28,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.125,0.25,0.125,0.0,0.0,0.0,0.0,0.0,2020
120,32,36,0.19444444444444445,0.05555555555555555,0.0,0.027777777777777776,0.19444444444444445,0.027777777777777776,0.0,0.1111111111111111,0.2222222222222222,0.3670000000000001,0.444,0.5329999999999999,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,2020
121,21,102,0.049019607843137254,0.058823529411764705,0.0,0.00980392156862745,0.058823529411764705,0.0,0.00980392156862745,0.0392156862745098,0.21568627450980393,0.23199999999999998,0.275,0.326,0.0196078431372549,0.0196078431372549,0.0,0.00980392156862745,0.0,2020
122,27,39,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.07692307692307693,0.3076923076923077,0.17600000000000002,0.263,0.294,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.0,2020
123,34,127,0.14173228346456693,0.08661417322834646,0.0,0.031496062992125984,0.08661417322834646,0.007874015748031496,0.007874015748031496,0.07086614173228346,0.1732283464566929,0.28,0.331,0.475,0.023622047244094488,0.0,0.0,0.0,0.0,2020
